question,options,votes
17,"[17, 23, 29, 35]","(17, 23, 29, 35)"
17,"[17, 23, 29, 35]","(17, 23, 29, 35)"
17,"[17, 23, 29, 35]","(17, 23, 29, 35)"
17,"[17, 23, 29, 35]","(17, 23, 29, 35)"
17,"[17, 23, 29, 35]","(17, 23, 29, 35)"
17,"[17, 23, 29, 35]","(17, 23, 29, 35)"
17,"[17, 23, 29, 35]","(17, 23, 29, 35)"
17,"[17, 23, 29, 35]","(17, 23, 29, 35)"
17,"[17, 23, 29, 35]","(17, 23, 29, 35)"
17,"[17, 23, 29, 35]","(17, 23, 29, 35)"
17,"[17, 23, 29, 35]","(17, 23, 29, 35)"
17,"[17, 23, 29, 35]","(17, 23, 29, 35)"
17,"[17, 23, 29, 35]","(17, 23, 29, 35)"
17,"[17, 23, 29, 35]","(17, 23, 29, 35)"
17,"[17, 23, 29, 35]","(17, 23, 29, 35)"
17,"[17, 23, 29, 35]","(17, 23, 29, 35)"
17,"[17, 23, 29, 35]","(17, 23, 29, 35)"
17,"[17, 23, 29, 35]","(17, 23, 29, 35)"
17,"[17, 23, 29, 35]","(17, 23, 29, 35)"
17,"[17, 23, 29, 35]","(17, 23, 29, 35)"
17,"[17, 23, 29, 35]","(17, 23, 29, 35)"
17,"[17, 23, 29, 35]","(17, 23, 29, 35)"
17,"[17, 23, 29, 35]","(17, 23, 29, 35)"
17,"[17, 23, 29, 35]","(17, 23, 29, 35)"
17,"[17, 23, 29, 35]","(17, 23, 29, 35)"
17,"[17, 23, 29, 35]","(17, 23, 29, 35)"
17,"[17, 23, 29, 35]","(17, 23, 29, 35)"
17,"[17, 23, 29, 35]","(17, 23, 29, 35)"
17,"[17, 23, 29, 35]","(17, 23, 29, 35)"
17,"[17, 23, 29, 35]","(17, 23, 29, 35)"
17,"[17, 23, 29, 35]","(17, 23, 29, 35)"
17,"[17, 23, 29, 35]","(17, 23, 29, 35)"
17,"[17, 23, 29, 35]","(17, 23, 29, 35)"
17,"[17, 23, 29, 35]","(17, 23, 29, 35)"
17,"[17, 23, 29, 35]","(17, 23, 29, 35)"
17,"[17, 23, 29, 35]","(17, 23, 29, 35)"
17,"[17, 23, 29, 35]","(17, 23, 29, 35)"
17,"[17, 23, 29, 35]","(17, 23, 29, 35)"
17,"[17, 23, 29, 35]","(17, 23, 29, 35)"
17,"[17, 23, 29, 35]","(17, 23, 29, 35)"
17,"[17, 23, 29, 35]","(17, 23, 29, 35)"
17,"[17, 23, 29, 35]","(17, 23, 29, 35)"
17,"[17, 23, 29, 35]","(17, 23, 29, 35)"
17,"[17, 23, 29, 35]","(17, 23, 29, 35)"
17,"[17, 23, 29, 35]","(17, 23, 29, 35)"
17,"[17, 23, 29, 35]","(17, 23, 29, 35)"
17,"[17, 23, 29, 35]","(17, 23, 29, 35)"
17,"[17, 23, 29, 35]","(17, 23, 29, 35)"
17,"[17, 23, 29, 35]","(23, 29, 17, 35)"
17,"[17, 23, 29, 35]","(17, 35, 23, 29)"
17,"[17, 23, 29, 35]","(35, 23, 29, 17)"
17,"[17, 23, 29, 35]","(17, 35, 23, 29)"
17,"[17, 23, 29, 35]","(29, 35, 23, 17)"
17,"[17, 23, 29, 35]","(17, 35, 29, 23)"
17,"[17, 23, 29, 35]","(17, 35, 29, 23)"
17,"[17, 23, 29, 35]","(23, 35, 17, 29)"
17,"[17, 23, 29, 35]","(17, 23, 29, 35)"
17,"[17, 23, 29, 35]","(29, 35, 17, 23)"
17,"[17, 23, 29, 35]","(35, 29, 17, 23)"
17,"[17, 23, 29, 35]","(35, 29, 17, 23)"
17,"[17, 23, 29, 35]","(17, 35, 23, 29)"
17,"[17, 23, 29, 35]","(17, 29, 35, 23)"
17,"[17, 23, 29, 35]","(17, 29, 35, 23)"
17,"[17, 23, 29, 35]","(17, 29, 23, 35)"
17,"[17, 23, 29, 35]","(23, 29, 17, 35)"
17,"[17, 23, 29, 35]","(35, 23, 17, 29)"
17,"[17, 23, 29, 35]","(17, 35, 29, 23)"
17,"[17, 23, 29, 35]","(35, 29, 23, 17)"
17,"[17, 23, 29, 35]","(23, 35, 17, 29)"
17,"[17, 23, 29, 35]","(35, 29, 23, 17)"
17,"[17, 23, 29, 35]","(23, 35, 17, 29)"
17,"[17, 23, 29, 35]","(17, 29, 35, 23)"
17,"[17, 23, 29, 35]","(29, 35, 17, 23)"
17,"[17, 23, 29, 35]","(23, 17, 35, 29)"
17,"[17, 23, 29, 35]","(35, 23, 17, 29)"
17,"[17, 23, 29, 35]","(35, 29, 17, 23)"
17,"[17, 23, 29, 35]","(35, 23, 29, 17)"
17,"[17, 23, 29, 35]","(17, 23, 35, 29)"
17,"[17, 23, 29, 35]","(23, 29, 17, 35)"
17,"[17, 23, 29, 35]","(23, 29, 17, 35)"
17,"[17, 23, 29, 35]","(35, 29, 17, 23)"
17,"[17, 23, 29, 35]","(29, 35, 23, 17)"
17,"[17, 23, 29, 35]","(23, 29, 35, 17)"
17,"[17, 23, 29, 35]","(35, 23, 17, 29)"
17,"[17, 23, 29, 35]","(23, 17, 35, 29)"
17,"[17, 23, 29, 35]","(35, 23, 17, 29)"
17,"[17, 23, 29, 35]","(23, 17, 35, 29)"
17,"[17, 23, 29, 35]","(29, 35, 17, 23)"
17,"[17, 23, 29, 35]","(23, 35, 29, 17)"
17,"[17, 23, 29, 35]","(35, 17, 29, 23)"
17,"[17, 23, 29, 35]","(29, 23, 17, 35)"
17,"[17, 23, 29, 35]","(35, 17, 23, 29)"
17,"[17, 23, 29, 35]","(29, 35, 17, 23)"
17,"[17, 23, 29, 35]","(35, 17, 23, 29)"
17,"[17, 23, 29, 35]","(29, 23, 35, 17)"
17,"[17, 23, 29, 35]","(35, 17, 23, 29)"
17,"[17, 23, 29, 35]","(29, 23, 35, 17)"
17,"[17, 23, 29, 35]","(29, 35, 23, 17)"
17,"[17, 23, 29, 35]","(35, 29, 17, 23)"
17,"[17, 23, 29, 35]","(17, 29, 35, 23)"
17,"[17, 23, 29, 35]","(35, 29, 23, 17)"
17,"[17, 23, 29, 35]","(29, 17, 35, 23)"
17,"[17, 23, 29, 35]","(29, 23, 17, 35)"
17,"[17, 23, 29, 35]","(35, 17, 29, 23)"
17,"[17, 23, 29, 35]","(23, 17, 29, 35)"
17,"[17, 23, 29, 35]","(23, 17, 35, 29)"
17,"[17, 23, 29, 35]","(23, 29, 17, 35)"
17,"[17, 23, 29, 35]","(17, 35, 23, 29)"
17,"[17, 23, 29, 35]","(29, 17, 35, 23)"
17,"[17, 23, 29, 35]","(29, 17, 35, 23)"
17,"[17, 23, 29, 35]","(23, 17, 35, 29)"
17,"[17, 23, 29, 35]","(35, 17, 29, 23)"
17,"[17, 23, 29, 35]","(29, 17, 23, 35)"
17,"[17, 23, 29, 35]","(35, 29, 17, 23)"
17,"[17, 23, 29, 35]","(29, 23, 17, 35)"
17,"[17, 23, 29, 35]","(35, 29, 17, 23)"
17,"[17, 23, 29, 35]","(17, 23, 35, 29)"
17,"[17, 23, 29, 35]","(35, 23, 29, 17)"
17,"[17, 23, 29, 35]","(35, 23, 17, 29)"
17,"[17, 23, 29, 35]","(35, 17, 23, 29)"
17,"[17, 23, 29, 35]","(17, 35, 23, 29)"
17,"[17, 23, 29, 35]","(17, 35, 23, 29)"
17,"[17, 23, 29, 35]","(35, 29, 17, 23)"
17,"[17, 23, 29, 35]","(23, 29, 17, 35)"
17,"[17, 23, 29, 35]","(29, 35, 17, 23)"
17,"[17, 23, 29, 35]","(35, 23, 29, 17)"
17,"[17, 23, 29, 35]","(35, 23, 29, 17)"
17,"[17, 23, 29, 35]","(23, 35, 29, 17)"
17,"[17, 23, 29, 35]","(23, 17, 29, 35)"
17,"[17, 23, 29, 35]","(17, 29, 35, 23)"
17,"[17, 23, 29, 35]","(35, 17, 29, 23)"
17,"[17, 23, 29, 35]","(29, 17, 35, 23)"
17,"[17, 23, 29, 35]","(23, 35, 17, 29)"
17,"[17, 23, 29, 35]","(35, 17, 29, 23)"
17,"[17, 23, 29, 35]","(29, 35, 23, 17)"
17,"[17, 23, 29, 35]","(35, 29, 23, 17)"
17,"[17, 23, 29, 35]","(35, 17, 23, 29)"
17,"[17, 23, 29, 35]","(23, 29, 35, 17)"
17,"[17, 23, 29, 35]","(17, 35, 23, 29)"
17,"[17, 23, 29, 35]","(29, 23, 17, 35)"
17,"[17, 23, 29, 35]","(17, 23, 35, 29)"
17,"[17, 23, 29, 35]","(23, 17, 29, 35)"
17,"[17, 23, 29, 35]","(35, 23, 17, 29)"
17,"[17, 23, 29, 35]","(29, 23, 35, 17)"
17,"[17, 23, 29, 35]","(35, 23, 29, 17)"
17,"[17, 23, 29, 35]","(29, 23, 17, 35)"
17,"[17, 23, 29, 35]","(23, 29, 35, 17)"
17,"[17, 23, 29, 35]","(17, 23, 29, 35)"
17,"[17, 23, 29, 35]","(23, 17, 35, 29)"
17,"[17, 23, 29, 35]","(23, 29, 17, 35)"
17,"[17, 23, 29, 35]","(23, 29, 17, 35)"
17,"[17, 23, 29, 35]","(29, 35, 17, 23)"
17,"[17, 23, 29, 35]","(17, 29, 23, 35)"
17,"[17, 23, 29, 35]","(35, 17, 29, 23)"
17,"[17, 23, 29, 35]","(23, 35, 29, 17)"
17,"[17, 23, 29, 35]","(23, 35, 29, 17)"
17,"[17, 23, 29, 35]","(23, 17, 29, 35)"
17,"[17, 23, 29, 35]","(35, 23, 17, 29)"
17,"[17, 23, 29, 35]","(35, 17, 29, 23)"
17,"[17, 23, 29, 35]","(17, 23, 29, 35)"
17,"[17, 23, 29, 35]","(35, 23, 17, 29)"
17,"[17, 23, 29, 35]","(17, 29, 23, 35)"
17,"[17, 23, 29, 35]","(29, 23, 17, 35)"
17,"[17, 23, 29, 35]","(35, 29, 17, 23)"
17,"[17, 23, 29, 35]","(35, 23, 17, 29)"
17,"[17, 23, 29, 35]","(35, 23, 17, 29)"
17,"[17, 23, 29, 35]","(29, 17, 23, 35)"
17,"[17, 23, 29, 35]","(29, 23, 35, 17)"
17,"[17, 23, 29, 35]","(35, 29, 17, 23)"
17,"[17, 23, 29, 35]","(29, 17, 35, 23)"
17,"[17, 23, 29, 35]","(23, 35, 29, 17)"
17,"[17, 23, 29, 35]","(23, 17, 35, 29)"
17,"[17, 23, 29, 35]","(29, 23, 17, 35)"
17,"[17, 23, 29, 35]","(35, 17, 23, 29)"
17,"[17, 23, 29, 35]","(23, 17, 35, 29)"
17,"[17, 23, 29, 35]","(29, 35, 23, 17)"
17,"[17, 23, 29, 35]","(17, 35, 23, 29)"
17,"[17, 23, 29, 35]","(35, 29, 17, 23)"
17,"[17, 23, 29, 35]","(29, 17, 23, 35)"
17,"[17, 23, 29, 35]","(17, 23, 35, 29)"
17,"[17, 23, 29, 35]","(17, 29, 35, 23)"
17,"[17, 23, 29, 35]","(29, 23, 35, 17)"
17,"[17, 23, 29, 35]","(17, 35, 29, 23)"
17,"[17, 23, 29, 35]","(29, 17, 23, 35)"
17,"[17, 23, 29, 35]","(17, 29, 23, 35)"
17,"[17, 23, 29, 35]","(23, 29, 17, 35)"
17,"[17, 23, 29, 35]","(23, 17, 29, 35)"
17,"[17, 23, 29, 35]","(35, 23, 29, 17)"
17,"[17, 23, 29, 35]","(29, 23, 35, 17)"
17,"[17, 23, 29, 35]","(35, 29, 17, 23)"
17,"[17, 23, 29, 35]","(35, 23, 17, 29)"
17,"[17, 23, 29, 35]","(35, 23, 29, 17)"
17,"[17, 23, 29, 35]","(23, 29, 35, 17)"
17,"[17, 23, 29, 35]","(23, 17, 35, 29)"
17,"[17, 23, 29, 35]","(29, 23, 35, 17)"
17,"[17, 23, 29, 35]","(17, 23, 35, 29)"
17,"[17, 23, 29, 35]","(17, 35, 23, 29)"
17,"[17, 23, 29, 35]","(17, 35, 23, 29)"
17,"[17, 23, 29, 35]","(29, 23, 17, 35)"
17,"[17, 23, 29, 35]","(29, 35, 17, 23)"
17,"[17, 23, 29, 35]","(23, 29, 35, 17)"
17,"[17, 23, 29, 35]","(35, 29, 17, 23)"
17,"[17, 23, 29, 35]","(23, 17, 29, 35)"
17,"[17, 23, 29, 35]","(17, 23, 29, 35)"
17,"[17, 23, 29, 35]","(23, 35, 29, 17)"
17,"[17, 23, 29, 35]","(35, 23, 29, 17)"
17,"[17, 23, 29, 35]","(29, 17, 23, 35)"
17,"[17, 23, 29, 35]","(35, 17, 29, 23)"
17,"[17, 23, 29, 35]","(29, 35, 17, 23)"
17,"[17, 23, 29, 35]","(35, 17, 29, 23)"
17,"[17, 23, 29, 35]","(17, 29, 35, 23)"
17,"[17, 23, 29, 35]","(29, 35, 23, 17)"
17,"[17, 23, 29, 35]","(17, 35, 23, 29)"
17,"[17, 23, 29, 35]","(17, 29, 23, 35)"
17,"[17, 23, 29, 35]","(35, 23, 17, 29)"
17,"[17, 23, 29, 35]","(29, 35, 23, 17)"
17,"[17, 23, 29, 35]","(29, 23, 35, 17)"
17,"[17, 23, 29, 35]","(23, 35, 29, 17)"
17,"[17, 23, 29, 35]","(23, 17, 29, 35)"
17,"[17, 23, 29, 35]","(17, 29, 35, 23)"
17,"[17, 23, 29, 35]","(29, 35, 23, 17)"
17,"[17, 23, 29, 35]","(23, 17, 35, 29)"
17,"[17, 23, 29, 35]","(17, 35, 29, 23)"
17,"[17, 23, 29, 35]","(17, 23, 35, 29)"
17,"[17, 23, 29, 35]","(35, 23, 17, 29)"
17,"[17, 23, 29, 35]","(29, 23, 35, 17)"
17,"[17, 23, 29, 35]","(35, 23, 17, 29)"
17,"[17, 23, 29, 35]","(29, 23, 35, 17)"
17,"[17, 23, 29, 35]","(17, 35, 29, 23)"
17,"[17, 23, 29, 35]","(17, 29, 35, 23)"
17,"[17, 23, 29, 35]","(29, 17, 35, 23)"
17,"[17, 23, 29, 35]","(17, 29, 35, 23)"
17,"[17, 23, 29, 35]","(17, 35, 23, 29)"
17,"[17, 23, 29, 35]","(23, 17, 29, 35)"
17,"[17, 23, 29, 35]","(29, 35, 23, 17)"
17,"[17, 23, 29, 35]","(29, 17, 35, 23)"
17,"[17, 23, 29, 35]","(29, 35, 17, 23)"
17,"[17, 23, 29, 35]","(29, 35, 23, 17)"
17,"[17, 23, 29, 35]","(35, 23, 29, 17)"
17,"[17, 23, 29, 35]","(17, 29, 23, 35)"
17,"[17, 23, 29, 35]","(29, 17, 23, 35)"
17,"[17, 23, 29, 35]","(23, 35, 17, 29)"
17,"[17, 23, 29, 35]","(29, 17, 23, 35)"
17,"[17, 23, 29, 35]","(35, 17, 29, 23)"
17,"[17, 23, 29, 35]","(17, 23, 35, 29)"
17,"[17, 23, 29, 35]","(29, 35, 17, 23)"
17,"[17, 23, 29, 35]","(35, 29, 23, 17)"
17,"[17, 23, 29, 35]","(23, 29, 17, 35)"
17,"[17, 23, 29, 35]","(17, 29, 23, 35)"
17,"[17, 23, 29, 35]","(35, 17, 29, 23)"
17,"[17, 23, 29, 35]","(17, 35, 29, 23)"
17,"[17, 23, 29, 35]","(29, 17, 35, 23)"
17,"[17, 23, 29, 35]","(17, 23, 29, 35)"
17,"[17, 23, 29, 35]","(17, 23, 35, 29)"
17,"[17, 23, 29, 35]","(35, 23, 17, 29)"
17,"[17, 23, 29, 35]","(35, 23, 29, 17)"
17,"[17, 23, 29, 35]","(23, 35, 29, 17)"
17,"[17, 23, 29, 35]","(17, 35, 29, 23)"
17,"[17, 23, 29, 35]","(35, 17, 29, 23)"
17,"[17, 23, 29, 35]","(17, 29, 35, 23)"
17,"[17, 23, 29, 35]","(29, 23, 35, 17)"
17,"[17, 23, 29, 35]","(17, 23, 29, 35)"
17,"[17, 23, 29, 35]","(29, 17, 23, 35)"
17,"[17, 23, 29, 35]","(23, 35, 29, 17)"
17,"[17, 23, 29, 35]","(29, 35, 17, 23)"
17,"[17, 23, 29, 35]","(23, 29, 17, 35)"
17,"[17, 23, 29, 35]","(23, 17, 35, 29)"
17,"[17, 23, 29, 35]","(23, 35, 29, 17)"
17,"[17, 23, 29, 35]","(17, 29, 35, 23)"
17,"[17, 23, 29, 35]","(35, 29, 23, 17)"
17,"[17, 23, 29, 35]","(35, 17, 29, 23)"
17,"[17, 23, 29, 35]","(29, 17, 23, 35)"
17,"[17, 23, 29, 35]","(35, 29, 17, 23)"
17,"[17, 23, 29, 35]","(29, 17, 35, 23)"
17,"[17, 23, 29, 35]","(23, 17, 29, 35)"
17,"[17, 23, 29, 35]","(23, 35, 17, 29)"
17,"[17, 23, 29, 35]","(29, 23, 17, 35)"
17,"[17, 23, 29, 35]","(29, 17, 23, 35)"
17,"[17, 23, 29, 35]","(35, 17, 29, 23)"
17,"[17, 23, 29, 35]","(17, 23, 29, 35)"
17,"[17, 23, 29, 35]","(35, 17, 23, 29)"
17,"[17, 23, 29, 35]","(35, 17, 29, 23)"
17,"[17, 23, 29, 35]","(23, 29, 17, 35)"
17,"[17, 23, 29, 35]","(23, 17, 35, 29)"
17,"[17, 23, 29, 35]","(23, 35, 29, 17)"
17,"[17, 23, 29, 35]","(35, 29, 17, 23)"
17,"[17, 23, 29, 35]","(23, 35, 29, 17)"
17,"[17, 23, 29, 35]","(17, 29, 23, 35)"
17,"[17, 23, 29, 35]","(35, 29, 17, 23)"
17,"[17, 23, 29, 35]","(23, 29, 35, 17)"
17,"[17, 23, 29, 35]","(17, 23, 35, 29)"
17,"[17, 23, 29, 35]","(29, 23, 17, 35)"
17,"[17, 23, 29, 35]","(35, 29, 23, 17)"
17,"[17, 23, 29, 35]","(17, 23, 35, 29)"
17,"[17, 23, 29, 35]","(29, 17, 23, 35)"
17,"[17, 23, 29, 35]","(29, 23, 17, 35)"
17,"[17, 23, 29, 35]","(35, 29, 23, 17)"
17,"[17, 23, 29, 35]","(23, 17, 35, 29)"
17,"[17, 23, 29, 35]","(17, 29, 35, 23)"
17,"[17, 23, 29, 35]","(23, 35, 29, 17)"
17,"[17, 23, 29, 35]","(29, 35, 17, 23)"
17,"[17, 23, 29, 35]","(17, 35, 29, 23)"
17,"[17, 23, 29, 35]","(35, 29, 17, 23)"
17,"[17, 23, 29, 35]","(23, 17, 35, 29)"
17,"[17, 23, 29, 35]","(17, 23, 29, 35)"
17,"[17, 23, 29, 35]","(35, 23, 17, 29)"
17,"[17, 23, 29, 35]","(23, 35, 29, 17)"
17,"[17, 23, 29, 35]","(17, 29, 35, 23)"
17,"[17, 23, 29, 35]","(23, 29, 17, 35)"
17,"[17, 23, 29, 35]","(17, 35, 29, 23)"
17,"[17, 23, 29, 35]","(29, 35, 17, 23)"
17,"[17, 23, 29, 35]","(23, 35, 29, 17)"
17,"[17, 23, 29, 35]","(35, 17, 29, 23)"
17,"[17, 23, 29, 35]","(17, 23, 29, 35)"
17,"[17, 23, 29, 35]","(35, 17, 23, 29)"
17,"[17, 23, 29, 35]","(35, 17, 29, 23)"
17,"[17, 23, 29, 35]","(17, 35, 23, 29)"
17,"[17, 23, 29, 35]","(17, 23, 35, 29)"
17,"[17, 23, 29, 35]","(17, 35, 23, 29)"
17,"[17, 23, 29, 35]","(35, 23, 29, 17)"
17,"[17, 23, 29, 35]","(29, 17, 23, 35)"
17,"[17, 23, 29, 35]","(23, 29, 17, 35)"
17,"[17, 23, 29, 35]","(35, 23, 17, 29)"
17,"[17, 23, 29, 35]","(29, 35, 23, 17)"
17,"[17, 23, 29, 35]","(23, 29, 35, 17)"
17,"[17, 23, 29, 35]","(29, 23, 35, 17)"
17,"[17, 23, 29, 35]","(23, 29, 17, 35)"
17,"[17, 23, 29, 35]","(29, 17, 23, 35)"
17,"[17, 23, 29, 35]","(23, 17, 35, 29)"
17,"[17, 23, 29, 35]","(23, 17, 29, 35)"
17,"[17, 23, 29, 35]","(17, 29, 35, 23)"
17,"[17, 23, 29, 35]","(17, 29, 35, 23)"
17,"[17, 23, 29, 35]","(29, 35, 17, 23)"
17,"[17, 23, 29, 35]","(23, 17, 29, 35)"
17,"[17, 23, 29, 35]","(23, 35, 29, 17)"
17,"[17, 23, 29, 35]","(29, 23, 17, 35)"
17,"[17, 23, 29, 35]","(29, 35, 17, 23)"
17,"[17, 23, 29, 35]","(35, 23, 17, 29)"
17,"[17, 23, 29, 35]","(35, 17, 23, 29)"
17,"[17, 23, 29, 35]","(23, 35, 17, 29)"
17,"[17, 23, 29, 35]","(23, 17, 35, 29)"
17,"[17, 23, 29, 35]","(29, 17, 35, 23)"
17,"[17, 23, 29, 35]","(17, 23, 35, 29)"
17,"[17, 23, 29, 35]","(17, 23, 35, 29)"
17,"[17, 23, 29, 35]","(17, 23, 29, 35)"
17,"[17, 23, 29, 35]","(17, 35, 29, 23)"
17,"[17, 23, 29, 35]","(35, 23, 17, 29)"
17,"[17, 23, 29, 35]","(23, 35, 29, 17)"
17,"[17, 23, 29, 35]","(17, 29, 35, 23)"
17,"[17, 23, 29, 35]","(23, 29, 17, 35)"
17,"[17, 23, 29, 35]","(29, 23, 17, 35)"
17,"[17, 23, 29, 35]","(29, 23, 17, 35)"
17,"[17, 23, 29, 35]","(23, 17, 29, 35)"
17,"[17, 23, 29, 35]","(23, 29, 35, 17)"
17,"[17, 23, 29, 35]","(17, 29, 23, 35)"
17,"[17, 23, 29, 35]","(29, 23, 17, 35)"
17,"[17, 23, 29, 35]","(35, 17, 23, 29)"
17,"[17, 23, 29, 35]","(29, 35, 17, 23)"
17,"[17, 23, 29, 35]","(23, 29, 35, 17)"
17,"[17, 23, 29, 35]","(23, 17, 35, 29)"
17,"[17, 23, 29, 35]","(29, 17, 35, 23)"
17,"[17, 23, 29, 35]","(23, 35, 17, 29)"
17,"[17, 23, 29, 35]","(35, 17, 29, 23)"
17,"[17, 23, 29, 35]","(23, 35, 17, 29)"
17,"[17, 23, 29, 35]","(29, 23, 35, 17)"
17,"[17, 23, 29, 35]","(23, 17, 29, 35)"
17,"[17, 23, 29, 35]","(35, 23, 29, 17)"
17,"[17, 23, 29, 35]","(23, 17, 35, 29)"
17,"[17, 23, 29, 35]","(29, 35, 17, 23)"
17,"[17, 23, 29, 35]","(23, 35, 29, 17)"
17,"[17, 23, 29, 35]","(23, 29, 17, 35)"
17,"[17, 23, 29, 35]","(17, 29, 35, 23)"
17,"[17, 23, 29, 35]","(35, 23, 17, 29)"
17,"[17, 23, 29, 35]","(35, 29, 23, 17)"
17,"[17, 23, 29, 35]","(29, 17, 23, 35)"
17,"[17, 23, 29, 35]","(35, 17, 23, 29)"
17,"[17, 23, 29, 35]","(23, 17, 29, 35)"
17,"[17, 23, 29, 35]","(35, 17, 23, 29)"
17,"[17, 23, 29, 35]","(17, 29, 23, 35)"
17,"[17, 23, 29, 35]","(35, 29, 17, 23)"
17,"[17, 23, 29, 35]","(35, 29, 17, 23)"
17,"[17, 23, 29, 35]","(23, 35, 29, 17)"
17,"[17, 23, 29, 35]","(35, 23, 17, 29)"
17,"[17, 23, 29, 35]","(35, 23, 29, 17)"
17,"[17, 23, 29, 35]","(23, 29, 35, 17)"
17,"[17, 23, 29, 35]","(23, 35, 17, 29)"
17,"[17, 23, 29, 35]","(29, 17, 23, 35)"
17,"[17, 23, 29, 35]","(29, 23, 17, 35)"
17,"[17, 23, 29, 35]","(29, 35, 23, 17)"
17,"[17, 23, 29, 35]","(29, 35, 17, 23)"
17,"[17, 23, 29, 35]","(17, 23, 35, 29)"
17,"[17, 23, 29, 35]","(35, 17, 23, 29)"
17,"[17, 23, 29, 35]","(29, 35, 17, 23)"
17,"[17, 23, 29, 35]","(23, 17, 35, 29)"
17,"[17, 23, 29, 35]","(35, 17, 23, 29)"
17,"[17, 23, 29, 35]","(29, 35, 17, 23)"
17,"[17, 23, 29, 35]","(29, 23, 17, 35)"
17,"[17, 23, 29, 35]","(23, 35, 29, 17)"
17,"[17, 23, 29, 35]","(35, 23, 17, 29)"
17,"[17, 23, 29, 35]","(29, 17, 23, 35)"
17,"[17, 23, 29, 35]","(29, 35, 17, 23)"
17,"[17, 23, 29, 35]","(23, 17, 35, 29)"
17,"[17, 23, 29, 35]","(23, 35, 29, 17)"
17,"[17, 23, 29, 35]","(17, 23, 29, 35)"
17,"[17, 23, 29, 35]","(29, 35, 17, 23)"
17,"[17, 23, 29, 35]","(17, 23, 29, 35)"
17,"[17, 23, 29, 35]","(23, 29, 17, 35)"
17,"[17, 23, 29, 35]","(35, 29, 23, 17)"
17,"[17, 23, 29, 35]","(17, 29, 23, 35)"
17,"[17, 23, 29, 35]","(35, 17, 29, 23)"
17,"[17, 23, 29, 35]","(29, 35, 23, 17)"
17,"[17, 23, 29, 35]","(17, 23, 29, 35)"
17,"[17, 23, 29, 35]","(35, 17, 23, 29)"
17,"[17, 23, 29, 35]","(17, 29, 35, 23)"
17,"[17, 23, 29, 35]","(23, 17, 29, 35)"
17,"[17, 23, 29, 35]","(23, 17, 35, 29)"
17,"[17, 23, 29, 35]","(29, 35, 23, 17)"
17,"[17, 23, 29, 35]","(23, 17, 29, 35)"
17,"[17, 23, 29, 35]","(29, 23, 35, 17)"
17,"[17, 23, 29, 35]","(23, 29, 17, 35)"
17,"[17, 23, 29, 35]","(17, 23, 35, 29)"
17,"[17, 23, 29, 35]","(29, 23, 35, 17)"
17,"[17, 23, 29, 35]","(29, 23, 17, 35)"
17,"[17, 23, 29, 35]","(29, 17, 35, 23)"
17,"[17, 23, 29, 35]","(35, 17, 29, 23)"
17,"[17, 23, 29, 35]","(35, 29, 17, 23)"
17,"[17, 23, 29, 35]","(35, 17, 23, 29)"
17,"[17, 23, 29, 35]","(17, 29, 35, 23)"
17,"[17, 23, 29, 35]","(35, 29, 23, 17)"
17,"[17, 23, 29, 35]","(23, 35, 29, 17)"
17,"[17, 23, 29, 35]","(23, 35, 17, 29)"
17,"[17, 23, 29, 35]","(35, 23, 17, 29)"
17,"[17, 23, 29, 35]","(17, 29, 23, 35)"
17,"[17, 23, 29, 35]","(29, 35, 17, 23)"
17,"[17, 23, 29, 35]","(23, 35, 29, 17)"
17,"[17, 23, 29, 35]","(23, 35, 29, 17)"
17,"[17, 23, 29, 35]","(29, 17, 35, 23)"
17,"[17, 23, 29, 35]","(23, 35, 17, 29)"
17,"[17, 23, 29, 35]","(35, 29, 17, 23)"
17,"[17, 23, 29, 35]","(23, 29, 35, 17)"
17,"[17, 23, 29, 35]","(35, 29, 17, 23)"
17,"[17, 23, 29, 35]","(35, 23, 17, 29)"
17,"[17, 23, 29, 35]","(17, 29, 35, 23)"
17,"[17, 23, 29, 35]","(17, 35, 29, 23)"
17,"[17, 23, 29, 35]","(17, 29, 23, 35)"
17,"[17, 23, 29, 35]","(35, 29, 23, 17)"
17,"[17, 23, 29, 35]","(35, 29, 17, 23)"
17,"[17, 23, 29, 35]","(29, 17, 23, 35)"
17,"[17, 23, 29, 35]","(29, 17, 35, 23)"
17,"[17, 23, 29, 35]","(29, 17, 23, 35)"
17,"[17, 23, 29, 35]","(23, 35, 29, 17)"
17,"[17, 23, 29, 35]","(23, 29, 35, 17)"
17,"[17, 23, 29, 35]","(17, 29, 23, 35)"
17,"[17, 23, 29, 35]","(35, 17, 29, 23)"
17,"[17, 23, 29, 35]","(17, 35, 29, 23)"
17,"[17, 23, 29, 35]","(35, 29, 17, 23)"
17,"[17, 23, 29, 35]","(17, 29, 23, 35)"
17,"[17, 23, 29, 35]","(23, 17, 35, 29)"
17,"[17, 23, 29, 35]","(23, 29, 35, 17)"
17,"[17, 23, 29, 35]","(17, 23, 29, 35)"
17,"[17, 23, 29, 35]","(23, 29, 35, 17)"
17,"[17, 23, 29, 35]","(29, 35, 17, 23)"
17,"[17, 23, 29, 35]","(29, 23, 17, 35)"
17,"[17, 23, 29, 35]","(23, 35, 29, 17)"
17,"[17, 23, 29, 35]","(35, 23, 29, 17)"
17,"[17, 23, 29, 35]","(35, 23, 29, 17)"
